2018-02-08 00:00:01 
2018-02-08 19:30:51 {"transaction_id":"UD180208193049000000000016720286","price":400}
2018-02-08 19:31:03 {"auth_code":"288555090786958816","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819310511","total_fee":"780","sign":"573BFA9F0581A8C532FEC4041017C0EE"}
2018-02-08 19:31:05 {"transaction_id":"91518089463806758634","price":780}
2018-02-08 19:31:45 {"auth_code":"134722895888107748","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819314811","total_fee":"2200","sign":"428EDD761F05B0317515168561E2CD68"}
2018-02-08 19:31:48 {"transaction_id":"UD180208193146000000000016743170","price":2200}
2018-02-08 19:32:37 {"auth_code":"135015277155677861","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819324011","total_fee":"1470","sign":"793881CC786C272D5C975BEE13756CAF"}
2018-02-08 19:32:40 {"transaction_id":"UD180208193238000000000016757981","price":1470}
2018-02-08 19:33:26 {"auth_code":"134548120189960156","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819332811","total_fee":"1200","sign":"2A28E6111396772B009E6D5294B976BD"}
2018-02-08 19:33:28 {"transaction_id":"UD180208193326000000000016777740","price":1200}
2018-02-08 19:34:06 {"auth_code":"134603835210154614","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819340811","total_fee":"450","sign":"EA350FA9F3231C2665D47E2A100AEE07"}
2018-02-08 19:34:08 {"transaction_id":"UD180208193407000000000016789986","price":450}
2018-02-08 19:34:52 {"auth_code":"134641845554913168","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819345511","total_fee":"480","sign":"61A214EA34AF3E5C1B2A3764FAC0BDC1"}
2018-02-08 19:34:55 {"transaction_id":"UD180208193453000000000016807971","price":480}
2018-02-08 19:35:09 {"auth_code":"282097931632001304","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819351211","total_fee":"1410","sign":"78453E55DBA037B19AEC94FBDC05BB12"}
2018-02-08 19:35:12 {"transaction_id":"91518089710637040188","price":1410}
2018-02-08 19:35:58 {"auth_code":"286012232556743197","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819360011","total_fee":"1150","sign":"F083FBBCDDD6E0FEE44CB6527698932A"}
2018-02-08 19:36:00 {"transaction_id":"91518089758801223431","price":1150}
2018-02-08 19:36:09 {"auth_code":"286093791003736518","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819361111","total_fee":"100","sign":"E34085BE919E60F6EF0FC27C30B89A8C"}
2018-02-08 19:36:12 {"transaction_id":"91518089770227452292","price":100}
2018-02-08 19:36:30 {"auth_code":"288975753985924714","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819363211","total_fee":"900","sign":"F5A308E55FE4563697ECDB2229DEDA26"}
2018-02-08 19:36:33 {"transaction_id":"91518089791269015356","price":900}
2018-02-08 19:37:45 {"auth_code":"289479268159165770","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819374811","total_fee":"710","sign":"EE7153D37C5074157DFCD2BE8CF94F99"}
2018-02-08 19:37:47 {"transaction_id":"91518089866567609274","price":710}
2018-02-08 19:38:58 {"auth_code":"288673792997941813","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819390111","total_fee":"4940","sign":"B9BFC83F3D6743C86A6C8B6FB3404BD6"}
2018-02-08 19:39:00 {"transaction_id":"91518089939223642386","price":4940}
2018-02-08 19:39:23 {"auth_code":"288001963663312298","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819392511","total_fee":"2500","sign":"349D3D9A735947FC2F2D1D9E45655EDD"}
2018-02-08 19:39:25 {"transaction_id":"91518089963844394900","price":2500}
2018-02-08 19:40:48 {"auth_code":"134953019540338484","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819405011","total_fee":"2160","sign":"7BFC5705C1C87615BCDFB70C6BB3DC99"}
2018-02-08 19:40:50 {"transaction_id":"UD180208194049000000000016946484","price":2160}
2018-02-08 19:41:21 {"auth_code":"134690492941379489","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819412311","total_fee":"1190","sign":"F2317F9E8C3B26920BB25CFAF8832DE4"}
2018-02-08 19:41:23 {"transaction_id":"UD180208194121000000000016956896","price":1190}
2018-02-08 19:42:09 {"auth_code":"134567180898156730","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819421111","total_fee":"1400","sign":"4C577F280F3A8D570090E18543E77357"}
2018-02-08 19:42:11 {"transaction_id":"UD180208194210000000000016977553","price":1400}
2018-02-08 19:42:30 {"auth_code":"287526391817233694","bill_create_ip":"192.168.8.12","device_no":"996","goods_desc":"\u5609\u4e50\u8fea\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"20180208194022996","total_fee":"10000","sign":"74BDEC0CDB2D2B36A2777A8B4814AC56"}
2018-02-08 19:42:34 {"transaction_id":"91518090151592388143","price":10000}
2018-02-08 19:45:14 {"auth_code":"284128981694082346","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802081945208008171099228744","total_fee":"4000","sign":"B6AF33E7EA83D7679048A9940071AB26"}
2018-02-08 19:45:16 {"transaction_id":"91518090315651265399","price":4000}
2018-02-08 19:52:09 {"auth_code":"134836277428033840","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081952111282","total_fee":"850","sign":"3C4C41681CBB0EC8BC79D56AD8D2CD6D"}
2018-02-08 19:52:12 {"transaction_id":"UD180208195210000000000017209193","price":850}
2018-02-08 19:54:48 {"auth_code":"134605879985179743","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819545111","total_fee":"1050","sign":"5E3B2B6333096E333BC847F693B613A8"}
2018-02-08 19:54:51 {"transaction_id":"UD180208195449000000000017273130","price":1050}
2018-02-08 19:54:53 {"auth_code":"135193288189933968","bill_create_ip":"192.168.1.100","device_no":"1057","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"201802081951231057","total_fee":"1800","sign":"BFB0F03488164E90967137D32396C1C6"}
2018-02-08 19:54:57 {"transaction_id":"UD180208195454000000000017269635","price":1800}
2018-02-08 19:55:09 {"auth_code":"134816292942042712","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802081955158008171099228744","total_fee":"50000","sign":"50F2F55E238875E3225154EC74D86BB1"}
2018-02-08 19:55:12 {"transaction_id":"UD180208195510000000000017282065","price":50000}
2018-02-08 19:55:41 {"auth_code":"135770926121611416","bill_create_ip":"192.168.0.100","device_no":"1000","goods_desc":"\u4f2f\u745e\u8c6a\u5ef7\u5047\u65e5\u9152\u5e97","nonce_str":"123456","pp_trade_no":"201802081952081000","total_fee":"10000","sign":"D4971000B87861783D7C281666B9C4B3"}
2018-02-08 19:56:14 
2018-02-08 19:56:30 {"auth_code":"135884159466887653","bill_create_ip":"192.168.0.100","device_no":"1000","goods_desc":"\u4f2f\u745e\u8c6a\u5ef7\u5047\u65e5\u9152\u5e97","nonce_str":"123456","pp_trade_no":"201802081952571000","total_fee":"10000","sign":"D6E2EAF7031C95675930BE08A2A7F4E5"}
2018-02-08 19:56:31 {"auth_code":"134772300663533138","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819563311","total_fee":"2760","sign":"B170E5B419DCF55942E7A2D70CF74FD1"}
2018-02-08 19:56:31 {"transaction_id":"4200000067201802089374854967","price":10000}
2018-02-08 19:56:33 {"transaction_id":"UD180208195631000000000017305826","price":2760}
2018-02-08 19:57:17 {"auth_code":"284197421433224093","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020819571911","total_fee":"7930","sign":"93E60F40036C191A442454E0861D4BB9"}
2018-02-08 19:57:37 {"auth_code":"134724487387838112","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081957398008171100101937","total_fee":"11800","sign":"ADFC29ADC70AECEA0BFBD41C39720B77"}
2018-02-08 19:57:39 {"transaction_id":"UD180208195738000000000017331808","price":11800}
2018-02-08 19:58:00 
2018-02-08 20:00:46 {"auth_code":"135283276601965185","bill_create_ip":"192.168.8.12","device_no":"996","goods_desc":"\u5609\u4e50\u8fea\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"20180208195840996","total_fee":"24000","sign":"74FDFDFD7CC01C31AEF287BCC981DF29"}
2018-02-08 20:00:49 {"transaction_id":"UD180208200047000000000017408533","price":24000}
2018-02-08 20:02:48 {"auth_code":"134920359804617180","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820025011","total_fee":"810","sign":"87BF86C7D013174C1AC323A1DA739D44"}
2018-02-08 20:02:50 {"transaction_id":"UD180208200248000000000017456357","price":810}
2018-02-08 20:03:14 {"auth_code":"134814983672208627","bill_create_ip":"192.168.1.100","device_no":"1057","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"201802081959441057","total_fee":"3050","sign":"E23DF2B9A4F03BB4D62710E99ADB12DD"}
2018-02-08 20:03:18 {"transaction_id":"UD180208200315000000000017466354","price":3050}
2018-02-08 20:04:16 {"auth_code":"134783132616409306","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820041911","total_fee":"210","sign":"146D37DF194AECD9790AC0093960F40D"}
2018-02-08 20:04:19 {"transaction_id":"UD180208200417000000000017491104","price":210}
2018-02-08 20:05:46 {"auth_code":"134817760919428193","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820054811","total_fee":"720","sign":"5303C40BB9E7624EEDFAB72B29FF067F"}
2018-02-08 20:05:49 {"transaction_id":"UD180208200546000000000017521607","price":720}
2018-02-08 20:06:12 {"auth_code":"281389456505213179","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820061411","total_fee":"1950","sign":"F9860F6AF27C8601D00E35C2F0DAE4FA"}
2018-02-08 20:06:12 
2018-02-08 20:06:22 {"auth_code":"134620328614302413","bill_create_ip":"192.168.0.100","device_no":"1000","goods_desc":"\u4f2f\u745e\u8c6a\u5ef7\u5047\u65e5\u9152\u5e97","nonce_str":"123456","pp_trade_no":"201802082002491000","total_fee":"30000","sign":"F9A32C47C09A511516F782B13D3BBD74"}
2018-02-08 20:06:23 {"transaction_id":"4200000051201802089528802838","price":30000}
2018-02-08 20:06:26 {"auth_code":"281389456505213179","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820062911","total_fee":"1950","sign":"29C4178B575C4001609FCDBB53B10C5E"}
2018-02-08 20:06:32 
2018-02-08 20:06:41 {"auth_code":"281389456505213179","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820064211","total_fee":"1950","sign":"AEF7833AFC4C6507149C9E32936DB23F"}
2018-02-08 20:06:46 
2018-02-08 20:07:06 {"auth_code":"281498886614224012","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820070911","total_fee":"1950","sign":"B7B851141C1C6CF2E4EC7DB555B1C667"}
2018-02-08 20:07:11 {"auth_code":"134923942807934892","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082007131282","total_fee":"3200","sign":"BF430BA39686DCEE67B84D504F4D60A6"}
2018-02-08 20:07:12 
2018-02-08 20:07:14 {"transaction_id":"UD180208200712000000000017550778","price":3200}
2018-02-08 20:07:47 {"auth_code":"135229282618468761","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820074911","total_fee":"1950","sign":"10C7541F9DA3BB11123AC85AA910C886"}
2018-02-08 20:07:50 
2018-02-08 20:08:24 {"auth_code":"134911701906473330","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820082611","total_fee":"1500","sign":"AEC6741185BA67CA8876394480329CD1"}
2018-02-08 20:08:27 {"transaction_id":"UD180208A01175300320082501947015","price":1500}
2018-02-08 20:08:42 {"auth_code":"284095189211584742","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820084411","total_fee":"1950","sign":"931BEB9B0F98242C07C35FD3844E2D8B"}
2018-02-08 20:08:47 
2018-02-08 20:09:05 {"auth_code":"284071469297582370","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820090811","total_fee":"1950","sign":"5F664BBC503AC3E0D723B3AA70776422"}
2018-02-08 20:09:06 {"auth_code":"134793845451062415","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820090913","total_fee":"1280","sign":"6700D3B1997025B1DB13FF99D4843980"}
2018-02-08 20:09:08 {"transaction_id":"UD180208200906000000000017595548","price":1280}
2018-02-08 20:09:11 
2018-02-08 20:09:40 {"auth_code":"284284992820540948","bill_create_ip":"192.168.0.100","device_no":"1000","goods_desc":"\u4f2f\u745e\u8c6a\u5ef7\u5047\u65e5\u9152\u5e97","nonce_str":"123456","pp_trade_no":"201802082006071000","total_fee":"14200","sign":"D5B222D2AC7F9A0D5AAAF11711F851E8"}
2018-02-08 20:09:41 {"transaction_id":"2018020820094060315","price":14200}
2018-02-08 20:09:58 {"auth_code":"134909145152954927","bill_create_ip":"192.168.8.13","device_no":"1286","goods_desc":"\u540d\u7235\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"201802081958111286","total_fee":"28800","sign":"39F381E5AEA05C58DCD2057DC2693251"}
2018-02-08 20:10:02 {"transaction_id":"UD180208200959000000000017611956","price":28800}
2018-02-08 20:10:14 {"auth_code":"283056382563301410","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820101611","total_fee":"2180","sign":"B93B9DE4DF21107503E81E30E434ADEA"}
2018-02-08 20:10:15 
2018-02-08 20:10:42 {"auth_code":"281056560563101438","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820104511","total_fee":"2180","sign":"1ED8A14D85AEA5AC3314FDA835168164"}
2018-02-08 20:10:48 
2018-02-08 20:11:24 {"auth_code":"134724864255569316","bill_create_ip":"10.0.0.40","device_no":"8008171099228741","goods_desc":"\u4e5d\u53f7\u56fd\u9645\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"201802082010308008171099228741","total_fee":"7600","sign":"5DF540318006DF98E78D1D4AADBC5CFD"}
2018-02-08 20:11:26 {"transaction_id":"UD180208201124000000000017644626","price":7600}
2018-02-08 20:11:50 {"auth_code":"285284887468042220","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820115313","total_fee":"860","sign":"996E690CA44EBA17E40FE44D4D98385E"}
2018-02-08 20:11:56 
2018-02-08 20:12:05 {"auth_code":"285284887468042220","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820120813","total_fee":"860","sign":"A6EA8F8226EA050C8B064F7E5C550869"}
2018-02-08 20:12:11 
2018-02-08 20:12:23 {"auth_code":"285284887468042220","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820122712","total_fee":"860","sign":"5B3F5D4792D81BF9DE92F154138F192B"}
2018-02-08 20:12:29 
2018-02-08 20:12:48 {"auth_code":"283225145409846356","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820125011","total_fee":"860","sign":"1CC344C74579D1ECE31648B048090550"}
2018-02-08 20:12:54 
2018-02-08 20:15:19 {"auth_code":"134770760234561015","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820152312","total_fee":"400","sign":"4A31D36F8E829D6822893C32D7996307"}
2018-02-08 20:15:22 {"transaction_id":"UD180208201520000000000017731734","price":400}
2018-02-08 20:15:58 {"auth_code":"134679283156798767","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820160212","total_fee":"890","sign":"AC32A21368BDF1C290453CE6F6A89ACA"}
2018-02-08 20:16:01 {"transaction_id":"UD180208201559000000000017748545","price":890}
2018-02-08 20:17:56 {"auth_code":"281249197138200070","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082017581282","total_fee":"900","sign":"1CCDAED60308CE00D53225DFE5597AA9"}
2018-02-08 20:18:02 
2018-02-08 20:18:43 {"auth_code":"134643607819301989","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802082018498008171099228744","total_fee":"1800","sign":"F16EF3E9330A3720D9CB670EB3E76CBF"}
2018-02-08 20:18:46 {"transaction_id":"UD180208201844000000000017816123","price":1800}
2018-02-08 20:18:51 {"auth_code":"284661380550542299","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082018531282","total_fee":"900","sign":"73E32B42BD0EC39C42ABA61F9EE241F2"}
2018-02-08 20:18:57 
2018-02-08 20:20:01 {"auth_code":"283190759817464745","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082020031282","total_fee":"900","sign":"4341D30FFFFA792C0C29647C1A760777"}
2018-02-08 20:20:07 
2018-02-08 20:20:19 {"auth_code":"134654961954334628","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820202212","total_fee":"1800","sign":"964071AC9A760DBA5F3334CDF81356D5"}
2018-02-08 20:20:21 {"transaction_id":"UD180208A01175300320201901978607","price":1800}
2018-02-08 20:20:22 {"auth_code":"283190759817464745","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082020241282","total_fee":"900","sign":"EF9A4C89CA7DD5553102039046AC1BD9"}
2018-02-08 20:20:28 
2018-02-08 20:20:48 {"auth_code":"283190759817464745","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082020501282","total_fee":"900","sign":"3564932F06E05AEA8A919416FBB3BB27"}
2018-02-08 20:20:54 
2018-02-08 20:21:12 {"auth_code":"289526835243007353","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082021141282","total_fee":"900","sign":"8E8D60C5661E8FDB5AF9ED5E4DBE3F33"}
2018-02-08 20:21:18 
2018-02-08 20:22:00 {"auth_code":"135152228174494510","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820220412","total_fee":"1210","sign":"627E33AA3E06C6DE1BB138A9F150161E"}
2018-02-08 20:22:03 {"transaction_id":"UD180208202201000000000017889931","price":1210}
2018-02-08 20:22:03 {"auth_code":"134618746947149785","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082022051282","total_fee":"900","sign":"1D27CA0F188BBE0B5F14575091F6ED54"}
2018-02-08 20:22:05 {"transaction_id":"UD180208A01175300320220401983386","price":900}
2018-02-08 20:23:24 {"auth_code":"285338399901368305","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820232611","total_fee":"1","sign":"E0C8D0E0BE0896E149A1A1817B1367CD"}
2018-02-08 20:23:30 
2018-02-08 20:24:05 {"auth_code":"285636979209398163","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820240711","total_fee":"1","sign":"BCFD46CA7867A0CCBA9800FBB1E1234B"}
2018-02-08 20:24:11 
2018-02-08 20:24:33 {"auth_code":"286305100978465086","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820243612","total_fee":"1","sign":"9346E030B66740B19920626402819781"}
2018-02-08 20:24:38 
2018-02-08 20:24:52 {"auth_code":"134902689261638227","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802082024588008171099228744","total_fee":"6500","sign":"987110F290B56401FA0EFA4668846E99"}
2018-02-08 20:25:05 {"auth_code":"134525320800817495","bill_create_ip":"192.168.1.8","device_no":"12","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020820250912","total_fee":"1","sign":"A188969FF80539DB3AD6EF1394A5F8A5"}
2018-02-08 20:25:08 {"transaction_id":"UD180208202506000000000017962675","price":1}
2018-02-08 20:25:32 
2018-02-08 20:27:11 {"auth_code":"134652810481087619","bill_create_ip":"192.168.8.12","device_no":"996","goods_desc":"\u5609\u4e50\u8fea\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"20180208202504996","total_fee":"35800","sign":"E7E7010809CA3B528A57B5907A79ECDF"}
2018-02-08 20:27:13 {"transaction_id":"UD180208202711000000000018020033","price":35800}
2018-02-08 20:27:43 {"auth_code":"284859705598213039","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082027458008171100101937","total_fee":"1500","sign":"314606D09C707803891EE93267DBFDC8"}
2018-02-08 20:27:49 
2018-02-08 20:27:56 {"auth_code":"134589378249616533","bill_create_ip":"192.168.1.100","device_no":"1057","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"201802082024251057","total_fee":"5000","sign":"0A1098C8F92E6862134C851F442C54CA"}
2018-02-08 20:27:59 {"transaction_id":"UD180208202757000000000018037084","price":5000}
2018-02-08 20:28:02 {"auth_code":"280427091166870868","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082028048008171100101937","total_fee":"1500","sign":"6EF672090C2B720C90D69A87E0E20C50"}
2018-02-08 20:28:03 
2018-02-08 20:29:12 {"auth_code":"283802953302850494","bill_create_ip":"192.168.8.11","device_no":"8008171099228740","goods_desc":"\u795e\u8bdd\u524d\u53f0","nonce_str":"123456","pp_trade_no":"201802082026008008171099228740","total_fee":"20000","sign":"E79311FF6B3BBD5B85B8A945D2A58A7B"}
2018-02-08 20:29:18 
2018-02-08 20:29:35 {"auth_code":"285339445839003143","bill_create_ip":"192.168.8.11","device_no":"8008171099228740","goods_desc":"\u795e\u8bdd\u524d\u53f0","nonce_str":"123456","pp_trade_no":"201802082026248008171099228740","total_fee":"20000","sign":"FF4B442D4D833EE2F066F4F98BB23052"}
2018-02-08 20:29:41 {"transaction_id":"91518092975678719863","price":20000}
2018-02-08 20:32:58 {"auth_code":"134737828164843402","bill_create_ip":"192.168.8.13","device_no":"1286","goods_desc":"\u540d\u7235\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"201802082021121286","total_fee":"10000","sign":"01E6AE2A846BCA1E8DC2F7E8E6496140"}
2018-02-08 20:33:00 {"transaction_id":"UD180208203259000000000018147884","price":10000}
2018-02-08 20:33:28 {"auth_code":"283080525389158776","bill_create_ip":"192.168.8.12","device_no":"996","goods_desc":"\u5609\u4e50\u8fea\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"20180208203121996","total_fee":"8700","sign":"8C28FAF22794BE3BE1113BF988D6F80C"}
2018-02-08 20:33:28 {"auth_code":"134734282508524175","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082033301282","total_fee":"2000","sign":"8ED751C98BE23227D3CC50416271052B"}
2018-02-08 20:33:30 {"transaction_id":"91518093208916052671","price":8700}
2018-02-08 20:33:31 {"transaction_id":"UD180208A01175300320332902014462","price":2000}
2018-02-08 20:34:53 {"auth_code":"135018700240291006","bill_create_ip":"192.168.8.12","device_no":"996","goods_desc":"\u5609\u4e50\u8fea\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"20180208203247996","total_fee":"24000","sign":"677982BC370B6265552971E355755D85"}
2018-02-08 20:34:56 {"transaction_id":"UD180208203454000000000018191787","price":24000}
2018-02-08 20:38:42 {"auth_code":"134667991291706645","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802082038448008171100101937","total_fee":"2700","sign":"341A514FBF1714A8E27FFD285F594C69"}
2018-02-08 20:38:44 {"transaction_id":"UD180208A01175300320384302028343","price":2700}
